Scream,./data/scream/poster.jpg,./data/scream/trailer.mp4
The Craft,./data/craft/poster.jpg,./data/craft/trailer.mp4
Dracula,./data/dracula/poster.jpg,./data/dracula/trailer.mp4
Silence Of The Lambs,./data/sotl/poster.jpg,./data/sotl/trailer.mp4
Scream 2,./data/scream2/poster.jpg,./data/scream2/trailer.mp4
